SalesOrderNumber,SalesOrderLineNumber,SalesReasonKey
SO60082,3,2
SO60083,6,3
SO60084,10,4
SO60085,1,1
SO60086,10,4
SO60087,6,3
SO60088,3,2
SO60089,3,2
SO60090,3,2
SO60091,3,2
SO60092,1,1
SO60093,10,4
SO60094,3,2
SO60095,6,3
SO60096,6,3
SO60097,10,4
SO60098,30,10
SO60099,3,2
SO60100,3,2
SO60101,6,4
SO60102,30,10
SO60103,1,1
SO60104,3,2
SO60107,6,3
SO60108,10,4
SO60109,10,4
SO60110,6,3
SO60112,3,2
SO60115,6,3
SO60116,3,2
SO60120,10,4
SO60121,15,5
SO60123,10,4
SO60124,6,3
SO60125,1,1
SO60126,3,2
SO60127,12,6
SO60128,3,2
SO60129,20,8
SO60130,1,1
SO60131,6,3
SO60132,6,3
SO60133,6,3
SO60134,6,3
SO60135,1,1
SO60136,20,8
SO60137,3,2
SO60138,12,6
SO60139,6,3
SO60140,1,1
SO60141,1,1
SO60142,6,3
SO60143,6,3
SO60144,6,3
SO60145,3,2
SO60146,1,1
SO60147,3,2
SO60148,3,2
SO60149,3,2
SO60150,6,3
SO60151,1,1
SO60152,10,4
SO60153,6,3
SO60154,3,2
SO60155,3,2
SO60156,10,4
SO60157,3,2
SO60158,1,1
SO60159,1,1
SO60160,6,3
SO60161,6,3
SO60162,3,2
SO60167,3,2
SO60168,1,1
SO60171,3,2
SO60172,6,3
SO60177,6,3
SO60178,6,3
SO60179,1,1
SO60180,3,2
SO60181,3,2
SO60182,1,1
SO60183,1,1
SO60184,1,1
SO60185,12,6
SO60186,1,1
SO60187,3,2
SO60188,3,2
SO60189,3,2
SO60190,6,3
SO60191,1,1
SO60192,12,6
SO60193,6,3
SO60194,20,8
SO60195,1,1
SO60196,3,2
SO60197,1,1
SO60198,1,1
SO60199,10,4
SO60200,6,3
SO60201,3,2
SO60202,6,3
SO60203,3,2
SO60204,10,4
SO60205,6,4
SO60206,6,3
SO60207,6,3
SO60208,1,1
SO60209,3,2
SO60210,3,2
SO60211,3,2
SO60212,3,2
SO60213,3,2
SO60214,3,2
SO60215,3,2
SO60216,12,6
SO60217,1,1
SO60218,3,2
SO60219,6,3
SO60220,6,3
SO60221,3,2
SO60222,3,2
SO60223,3,2
SO60224,10,4
SO60225,6,3
SO60226,6,3
SO60227,1,1
SO60228,10,4
SO60229,30,10
SO60230,6,3
SO60232,21,6
SO60233,56,14
SO60234,1,1
SO60235,20,8
SO60236,6,3
SO60237,6,3
SO60239,6,3
SO60240,6,3
SO60241,3,2
SO60242,1,1
SO60243,6,3
SO60245,1,1
SO60246,3,2
SO60249,20,8
SO60250,6,3
SO60251,10,4
SO60252,1,1
SO60253,3,2
SO60254,15,5
SO60255,1,1
SO60256,3,2
SO60257,6,3
SO60258,6,3
SO60260,12,6
SO60261,15,5
SO60262,3,2
SO60263,18,9
SO60264,1,1
SO60265,6,3
SO60267,3,2
SO60268,3,2
SO60269,3,2
SO60270,12,6
SO60271,6,3
SO60272,6,3
SO60273,1,1
SO60274,1,1
SO60275,1,1
SO60276,3,2
SO60277,1,1
SO60278,3,2
SO60279,6,3
SO60280,10,4
SO60281,6,3
SO60282,3,2
SO60283,6,3
SO60284,6,3
SO60285,3,2
SO60287,20,8
SO60288,6,3
SO60289,10,4
SO60290,15,5
SO60291,1,1
SO60292,10,4
SO60293,10,4
SO60294,6,3
SO60298,20,8
SO60299,15,5
SO60301,3,2
SO60302,12,6
SO60303,10,4
SO60304,20,8
SO60305,10,4
SO60306,6,3
SO60307,20,8
SO60308,3,2
SO60309,6,3
SO60310,12,6
SO60311,6,3
SO60313,6,4
SO60314,10,4
SO60317,3,2
SO60318,12,6
SO60319,3,2
SO60320,3,2
SO60321,3,2
SO60322,15,5
SO60323,6,3
SO60324,12,6
SO60325,6,3
SO60326,20,8
SO60327,10,4
SO60328,6,3
SO60329,6,4
SO60330,1,1
SO60331,6,3
SO60332,6,3
SO60333,20,8
SO60334,15,5
SO60335,6,3
SO60336,10,4
SO60337,1,1
SO60338,3,2
SO60339,6,3
SO60340,3,2
SO60341,3,2
SO60342,12,6
SO60343,3,2
SO60344,3,2
SO60345,3,2
SO60346,6,3
SO60347,3,2
SO60348,3,2
SO60349,6,3
SO60350,6,3
SO60351,1,1
SO60352,1,1
SO60353,10,4
SO60354,3,2
SO60355,3,2
SO60357,6,3
SO60358,12,6
SO60359,6,3
SO60360,6,3
SO60361,1,1
SO60362,6,3
SO60364,6,3
SO60365,10,4
SO60366,10,4
SO60367,12,6
SO60368,18,9
SO60370,10,4
SO60371,12,6
SO60372,12,6
SO60373,3,2
SO60374,10,4
SO60375,6,3
SO60376,6,3
SO60377,30,10
SO60378,1,1
SO60379,1,1
SO60380,6,3
SO60381,10,4
SO60382,6,3
SO60383,3,2
SO60384,6,3
SO60385,1,1
SO60386,1,1
SO60387,6,3
SO60388,1,1
SO60389,6,3
SO60390,3,2
SO60391,3,2
SO60392,12,6
SO60393,3,2
SO60394,1,1
SO60395,1,1
SO60396,6,3
SO60397,20,8
SO60398,6,3
SO60399,1,1
SO60400,3,2
SO60401,6,3
SO60402,3,2
SO60403,1,1
SO60405,3,2
SO60406,1,1
SO60407,6,3
SO60408,3,2
SO60409,3,2
SO60410,1,1
SO60411,12,6
SO60412,3,2
SO60413,3,2
SO60414,10,4
SO60415,10,4
SO60416,6,4
SO60417,10,4
SO60418,6,3
SO60419,3,2
SO60420,3,2
SO60421,10,4
SO60422,6,3
SO60423,3,2
SO60425,6,4
SO60426,15,5
SO60427,3,2
SO60431,12,6
SO60433,6,3
SO60435,12,6
SO60436,3,2
SO60438,10,4
SO60439,1,1
SO60440,6,3
SO60444,12,6
SO60446,10,4
SO60447,18,9
SO60448,18,9
SO60449,6,3
SO60450,3,2
SO60453,10,4
SO60454,3,2
SO60455,6,3
SO60456,1,1
SO60457,3,2
SO60458,2,2
SO60459,12,6
SO60460,12,6
SO60461,3,2
SO60462,1,1
SO60463,3,2
SO60464,1,1
SO60465,1,1
SO60466,42,12
SO60468,20,8
SO60469,3,2
SO60470,6,3
SO60471,6,3
SO60472,10,4
SO60473,2,2
SO60474,3,2
SO60475,1,1
SO60476,6,3
SO60477,3,2
SO60478,1,1
SO60480,3,2
SO60481,3,2
SO60482,1,1
SO60483,1,1
SO60484,10,4
SO60485,6,3
SO60486,3,2
SO60487,6,3
SO60488,3,2
SO60489,20,8
SO60490,3,2
SO60491,10,4
SO60492,10,4
SO60493,10,4
SO60494,15,5
SO60495,6,3
SO60496,10,4
SO60497,10,4
SO60500,1,1
SO60501,10,4
SO60502,1,1
SO60503,10,4
SO60505,6,3
SO60507,6,4
SO60508,6,4
SO60509,6,4
SO60510,20,8
SO60511,15,5
SO60513,3,2
SO60514,6,3
SO60516,20,8
SO60517,30,10
SO60519,6,3
SO60520,1,1
SO60521,15,5
SO60522,1,1
SO60523,3,2
SO60524,3,2
SO60525,3,2
SO60526,3,2
SO60527,1,1
SO60528,3,2
SO60529,3,2
SO60530,12,6
SO60531,1,1
SO60532,3,2
SO60533,1,1
SO60534,15,5
SO60535,6,3
SO60536,10,4
SO60537,1,1
SO60538,10,4
SO60539,6,3
SO60540,3,2
SO60541,3,2
SO60542,10,4
SO60543,3,2
SO60544,3,2
SO60545,3,2
SO60546,3,2
SO60547,3,2
SO60548,3,2
SO60550,10,4
SO60551,6,3
SO60552,6,3
SO60553,6,3
SO60554,3,2
SO60556,10,4
SO60557,3,2
SO60558,10,4
SO60559,18,9
SO60562,10,4
SO60563,1,1
SO60564,1,1
SO60565,3,2
SO60566,1,1
SO60567,6,3
SO60568,1,1
SO60569,1,1
SO60570,3,2
SO60571,6,3
SO60572,12,6
SO60573,20,8
SO60574,6,3
SO60576,3,2
SO60577,6,3
SO60578,10,4
SO60579,2,2
SO60580,1,1
SO60581,10,4
SO60582,10,4
SO60583,1,1
SO60584,6,3
SO60585,3,2
SO60586,1,1
SO60587,1,1
SO60588,1,1
SO60589,3,2
SO60591,3,2
SO60592,6,3
SO60593,3,2
SO60594,3,2
SO60595,6,3
SO60596,10,4
SO60597,3,2
SO60598,1,1
SO60599,3,2
SO60600,3,2
SO60601,15,5
SO60602,6,4
SO60603,3,2
SO60604,10,4
SO60605,6,4
SO60607,1,1
SO60608,1,1
SO60609,3,2
SO60611,6,3
SO60613,10,4
SO60614,3,2
SO60617,20,8
SO60619,3,2
SO60621,10,4
SO60622,6,3
SO60623,18,9
SO60624,10,4
SO60625,10,4
SO60626,6,3
SO60627,15,5
SO60628,1,1
SO60629,6,4
SO60630,3,2
SO60631,6,3
SO60632,3,2
SO60633,10,4
SO60634,3,2
SO60635,1,1
SO60636,1,1
SO60637,6,3
SO60638,3,2
SO60639,3,2
SO60640,1,1
SO60641,3,2
SO60642,1,1
SO60643,3,2
SO60644,1,1
SO60645,1,1
SO60646,6,3
SO60647,3,2
SO60648,3,2
SO60649,3,2
SO60650,20,8
SO60651,42,12
SO60652,1,1
SO60653,2,2
SO60654,6,3
SO60655,6,3
SO60656,1,1
SO60657,3,2
SO60658,6,3
SO60659,6,3
SO60660,3,2
SO60661,3,2
SO60662,15,5
SO60663,12,6
SO60664,6,3
SO60665,1,1
SO60666,3,2
SO60667,6,3
SO60668,3,2
SO60669,6,3
SO60670,3,2
SO60671,6,3
SO60672,10,4
SO60673,6,4
SO60674,10,4
SO60675,10,4
SO60676,6,4
SO60677,12,6
SO60678,1,1
SO60679,30,10
SO60680,10,4
SO60681,1,1
SO60682,10,4
SO60683,1,1
SO60684,6,3
SO60685,3,2
SO60686,20,8
SO60688,12,6
SO60689,6,3
SO60690,6,4
SO60691,6,4
SO60692,15,5
SO60693,15,5
SO60694,10,4
SO60695,20,8
SO60696,3,2
SO60697,3,2
SO60699,6,3
SO60700,3,2
SO60701,6,3
SO60702,3,2
SO60703,20,8
SO60704,3,2
SO60705,3,2
SO60706,12,6
SO60707,1,1
SO60708,6,3
SO60709,6,4
SO60710,3,2
SO60711,3,2
SO60712,3,2
SO60713,1,1
SO60714,6,3
SO60715,3,2
SO60716,3,2
SO60717,3,2
SO60718,6,3
SO60719,6,3
SO60720,3,2
SO60721,10,4
SO60722,3,2
SO60723,3,2
SO60724,1,1
SO60725,3,2
SO60726,10,4
SO60727,6,4
SO60728,1,1
SO60729,3,2
SO60730,3,2
SO60731,10,4
SO60732,10,4
SO60733,15,5
SO60734,6,3
SO60735,1,1
SO60736,6,3
SO60737,1,1
SO60738,20,8
SO60739,6,3
SO60742,1,1
SO60744,3,2
SO60745,10,4
SO60748,3,2
SO60749,3,2
SO60750,10,4
SO60752,6,3
SO60753,20,8
SO60755,3,2
SO60756,10,4
SO60758,20,8
SO60759,10,4
SO60760,1,1
SO60761,10,4
SO60763,1,1
SO60764,12,6
SO60765,3,2
SO60766,3,2
SO60767,6,3
SO60768,3,2
SO60769,12,6
SO60770,6,3
SO60771,1,1
SO60772,2,2
SO60773,6,3
SO60774,6,3
SO60776,6,3
SO60777,3,2
SO60778,10,4
SO60779,10,4
SO60780,6,4
SO60781,6,3
SO60782,6,3
SO60783,6,3
SO60784,6,3
SO60785,6,3
SO60786,3,2
SO60787,15,5
SO60788,6,3
SO60789,3,2
SO60790,1,1
SO60791,3,2
SO60792,3,2
SO60793,6,3
SO60794,3,2
SO60795,1,1
SO60796,3,2
SO60797,6,3
SO60798,6,3
SO60799,3,2
SO60800,3,2
SO60801,12,6
SO60802,3,2
SO60803,3,2
SO60804,3,2
SO60805,6,3
SO60806,3,2
SO60807,6,3
SO60808,1,1
SO60809,1,1
SO60810,6,3
SO60811,3,2
SO60812,10,4
SO60813,10,4
SO60815,3,2
SO60818,6,4
SO60820,10,4
SO60821,10,4
SO60823,6,3
SO60825,18,9
SO60826,3,2
SO60829,10,4
SO60830,15,5
SO60831,6,3
SO60832,6,3
SO60834,12,6
SO60835,6,3
SO60836,6,4
SO60838,10,4
SO60839,3,2
SO60840,6,3
SO60841,1,1
SO60842,1,1
SO60843,1,1
SO60844,2,2
SO60845,1,1
SO60846,1,1
SO60847,1,1
SO60848,1,1
SO60849,10,4
SO60850,1,1
SO60851,6,3
SO60852,3,2
SO60853,6,3
SO60854,6,3
SO60855,3,2
SO60856,10,4
SO60857,1,1
SO60858,1,1
SO60859,6,4
SO60860,6,3
SO60861,6,3
SO60862,6,3
SO60863,3,2
SO60864,3,2
SO60865,10,4
SO60866,3,2
SO60867,10,4
SO60868,6,3
SO60869,12,6
SO60870,6,3
SO60871,3,2
SO60872,3,2
SO60873,1,1
SO60874,10,4
SO60875,12,6
SO60876,1,1
SO60878,3,2
SO60880,10,4
SO60881,3,2
SO60882,3,2
SO60884,10,4
SO60887,6,4
SO60889,6,4
SO60890,10,4
SO60891,12,6
SO60892,10,4
SO60893,12,6
SO60894,1,1
SO60895,3,2
SO60896,10,4
SO60897,12,6
SO60898,1,1
SO60899,15,5
SO60900,3,2
SO60901,3,2
SO60902,6,3
SO60903,10,4
SO60904,12,6
SO60905,3,2
SO60906,3,2
SO60907,20,8
SO60908,3,2
SO60909,3,2
SO60910,3,2
SO60911,1,1
SO60912,3,2
SO60913,6,4
SO60914,1,1
SO60915,3,2
SO60916,6,3
SO60917,3,2
SO60918,6,3
SO60919,6,3
SO60920,3,2
SO60921,3,2
SO60922,10,4
SO60923,1,1
SO60924,3,2
SO60926,15,5
SO60927,6,3
SO60928,10,4
SO60929,10,4
SO60930,6,3
SO60931,10,4
SO60932,10,4
SO60933,12,6
SO60934,3,2
SO60936,10,4
SO60938,6,3
SO60939,10,4
SO60940,15,5
SO60941,15,5
SO60942,6,3
SO60943,3,2
SO60945,15,5
SO60946,18,9
SO60947,20,8
SO60949,6,3
SO60951,3,2
SO60953,18,9
SO60954,18,9
SO60955,6,3
SO60956,3,2
SO60957,12,6
SO60959,20,8
SO60960,6,4
SO60961,1,1
SO60962,3,2
SO60963,6,3
SO60964,3,2
SO60965,3,2
SO60966,3,2
SO60967,6,3
SO60968,1,1
SO60969,12,6
SO60970,12,6
SO60971,10,4
SO60972,1,1
SO60973,6,3
SO60974,3,2
SO60975,3,2
SO60976,6,3
SO60978,2,2
SO60979,1,1
SO60980,6,3
SO60981,3,2
SO60982,3,2
SO60983,3,2
SO60984,3,2
SO60985,3,2
SO60986,3,2
SO60987,1,1
SO60988,1,1
SO60989,3,2
SO60990,12,6
SO60991,6,3
SO60992,10,4
SO60993,6,3
SO60994,3,2
SO60995,12,6
SO60996,10,4
SO60997,6,3
SO60998,6,3
SO60999,6,3
SO61000,6,3
SO61001,6,4
SO61002,12,6
SO61003,1,1
SO61004,3,2
SO61005,10,4
SO61006,10,4
SO61008,3,2
SO61010,3,2
SO61011,12,6
SO61012,10,4
SO61013,6,4
SO61016,12,6
SO61017,10,4
SO61018,15,5
SO61019,6,4
SO61021,3,2
SO61023,3,2
SO61026,18,9
SO61027,10,4
SO61028,6,4
SO61029,10,4
SO61030,10,4
SO61032,6,3
SO61033,6,3
SO61034,21,6
SO61035,1,1
SO61036,10,4
SO61037,15,5
SO61038,6,3
SO61039,1,1
SO61040,3,2
SO61041,6,3
SO61042,3,2
SO61043,6,3
SO61044,6,3
SO61045,3,2
SO61046,1,1
SO61047,10,4
SO61048,3,2
SO61049,6,3
SO61050,6,3
SO61051,6,3
SO61052,6,3
SO61053,6,3
SO61054,6,3
SO61055,1,1
SO61056,1,1
SO61057,3,2
SO61058,1,1
SO61059,3,2
SO61060,3,2
SO61061,6,3
SO61062,1,1
SO61063,1,1
SO61064,3,2
SO61065,6,3
SO61066,3,2
SO61067,6,3
SO61068,1,1
SO61069,1,1
SO61070,6,3
SO61071,6,3
SO61072,1,1
SO61073,6,3
SO61074,3,2
SO61075,12,6
SO61076,3,2
SO61077,15,5
SO61078,6,3
SO61079,6,3
SO61081,6,4
SO61082,6,4
SO61083,6,3
SO61085,6,3
SO61086,6,3
SO61087,30,10
SO61088,15,5
SO61089,20,8
SO61090,6,3
SO61091,10,4
SO61092,18,9
SO61093,1,1
SO61094,6,3
SO61095,10,4
SO61096,6,3
SO61098,6,4
SO61099,12,6
SO61100,6,3
SO61101,10,4
SO61102,6,3
SO61103,3,2
SO61104,10,4
SO61105,3,2
SO61106,1,1
SO61107,1,1
SO61108,1,1
SO61109,3,2
SO61110,1,1
SO61111,6,3
SO61112,1,1
SO61113,3,2
SO61114,12,6
SO61115,3,2
SO61116,6,4
SO61117,1,1
SO61118,3,2
SO61119,6,3
SO61120,6,3
SO61121,3,2
SO61122,20,8
SO61123,3,2
SO61124,6,3
SO61125,6,3
SO61127,3,2
SO61128,6,3
SO61129,3,2
SO61130,3,2
SO61131,3,2
SO61132,3,2
SO61133,3,2
SO61134,6,3
SO61135,1,1
SO61136,12,6
SO61137,3,2
SO61138,6,3
SO61139,6,4
SO61140,1,1
SO61141,3,2
SO61142,1,1
SO61143,3,2
SO61144,3,2
SO61145,6,3
SO61146,10,4
SO61147,10,4
SO61148,15,5
SO61149,3,2
SO61150,10,4
SO61151,10,4
SO61152,10,4
SO61153,6,3
SO61154,6,3
SO61155,15,5
SO61156,1,1
SO61157,6,3
SO61158,10,4
SO61159,1,1
SO61162,6,4
SO61163,18,9
SO61164,6,4
SO61165,10,4
SO61166,1,1
SO61168,3,2
SO61169,10,4
SO61170,20,8
SO61171,18,9
SO61172,6,3
SO61269,3,2
SO61270,1,1
SO61271,3,2
SO61272,3,2
SO61273,1,1
SO61274,3,2
SO61275,1,1
SO61276,3,2
SO61277,6,3
SO61278,10,4
SO61279,6,4
SO61280,1,1
SO61281,1,1
SO61282,1,1
SO61283,6,3
SO61284,3,2
SO61285,6,3
SO61286,3,2
SO61287,6,3
SO61288,6,3
SO61289,6,3
SO61290,3,2
SO61291,1,1
SO61292,3,2
SO61293,12,6
SO61294,3,2
SO61295,3,2
SO61296,1,1
SO61297,15,5
SO61298,12,6
SO61299,3,2
SO61300,10,4
SO61301,12,6
SO61302,6,3
SO61304,10,4
SO61305,1,1
SO61306,6,3
SO61307,3,2
SO61308,6,3
SO61309,3,2
SO61310,6,4
SO61311,3,2
SO61312,1,1
SO61313,12,6
SO61314,1,1
SO61315,15,5
SO61316,6,4
SO61317,1,1
SO61318,6,4
SO61319,6,3
SO61320,6,3
SO61321,3,2
SO61322,6,4
SO61323,3,2
SO61324,3,2
SO61325,6,3
SO61326,3,2
SO61327,6,3
SO61328,1,1
SO61329,6,3
SO61330,3,2
SO61331,6,3
SO61332,3,2
SO61333,3,2
SO61334,6,4
SO61335,1,1
SO61336,3,2
SO61337,1,1
SO61338,3,2
SO61339,3,2
SO61340,10,4
SO61341,3,2
SO61342,6,3
SO61343,3,2
SO61344,6,3
SO61345,6,3
SO61346,1,1
SO61347,6,3
SO61348,6,3
SO61349,6,3
SO61350,6,3
SO61351,6,3
SO61352,1,1
SO61353,6,3
SO61354,1,1
SO61355,1,1
SO61357,15,5
SO61358,6,3
SO61359,1,1
SO61360,15,5
SO61362,3,2
SO61363,12,6
SO61364,6,4
SO61365,3,2
SO61366,10,4
SO61367,10,4
SO61369,1,1
SO61372,2,2
SO61373,1,1
SO61374,1,1
SO61375,1,1
SO61376,2,2
SO61377,1,1
SO61378,1,1
SO61379,10,4
SO61380,6,3
SO61382,10,4
SO61383,6,3
SO61384,3,2
SO61385,3,2
SO61386,6,3
SO61387,3,2
SO61388,3,2
SO61389,2,2
SO61390,6,3
SO61391,3,2
SO61392,1,1
SO61393,6,3
SO61394,10,4
SO61395,6,3
SO61396,12,6
SO61397,1,1
SO61398,1,1
SO61399,3,2
SO61400,3,2
SO61401,6,3
SO61402,12,6
SO61403,1,1
SO61404,3,2
SO61405,6,3
SO61406,10,4
SO61407,6,3
SO61408,3,2
SO61409,15,5
SO61410,6,3
SO61411,10,4
SO61412,28,7
SO61413,6,3
SO61415,10,4
SO61416,10,4
SO61418,10,4
SO61420,10,4
SO61421,6,4
SO61422,10,4
SO61423,20,8
SO61426,10,4
SO61428,10,4
SO61429,10,4
SO61430,1,1
SO61431,3,2
SO61432,6,3
SO61433,10,4
SO61434,3,2
SO61435,3,2
SO61436,10,4
SO61437,15,5
SO61438,3,2
SO61439,3,2
SO61440,3,2
SO61441,10,4
SO61443,1,1
SO61444,12,6
SO61445,3,2
SO61446,6,3
SO61447,6,3
SO61448,1,1
SO61449,3,2
SO61450,6,3
SO61451,15,5
SO61452,6,4
SO61453,6,3
SO61454,6,3
SO61455,3,2
SO61456,3,2
SO61457,3,2
SO61458,3,2
SO61459,3,2
SO61460,6,3
SO61461,20,8
SO61462,3,2
SO61463,1,1
SO61464,1,1
SO61465,30,10
SO61466,6,3
SO61467,3,2
SO61470,15,5
SO61471,10,4
SO61472,3,2
SO61473,3,2
SO61474,1,1
SO61476,6,3
SO61477,10,4
SO61478,20,8
SO61479,3,2
SO61482,12,6
SO61483,6,3
SO61484,3,2
SO61486,6,3
SO61487,1,1
SO61488,6,3
SO61489,6,3
SO61490,15,5
SO61491,10,4
SO61492,1,1
SO61493,1,1
SO61494,3,2
SO61495,1,1
SO61496,6,3
SO61497,6,3
SO61498,6,3
SO61499,15,5
SO61500,6,3
SO61501,6,3
SO61502,6,3
SO61503,1,1
SO61504,10,4
SO61505,1,1
SO61507,1,1
SO61508,3,2
SO61509,10,4
SO61510,3,2
SO61511,3,2
SO61512,3,2
SO61513,3,2
SO61514,1,1
SO61515,6,3
SO61516,3,2
SO61517,1,1
SO61518,6,3
SO61519,6,3
SO61520,6,3
SO61521,15,5
SO61522,3,2
SO61523,15,5
SO61524,10,4
SO61525,12,6
SO61529,6,4
SO61531,15,5
SO61532,10,4
SO61533,3,2
SO61534,15,5
SO61535,3,2
SO61536,3,2
SO61537,20,8
SO61538,6,3
SO61539,6,3
SO61540,10,4
SO61541,1,1
SO61542,3,2
SO61543,3,2
SO61544,3,2
SO61545,3,2
SO61546,1,1
SO61547,6,3
SO61548,10,4
SO61549,1,1
SO61550,10,4
SO61551,3,2
SO61552,6,3
SO61553,3,2
SO61554,6,3
SO61555,12,6
SO61556,3,2
SO61557,2,2
SO61558,6,3
SO61559,10,4
SO61560,6,3
SO61561,3,2
SO61562,6,4
SO61563,3,2
SO61564,1,1
SO61565,6,3
SO61566,6,3
SO61567,6,3
SO61568,3,2
SO61569,6,3
SO61570,15,5
SO61571,12,6
SO61572,6,3
SO61573,3,2
SO61574,3,2
SO61575,3,2
SO61576,10,4
SO61577,6,4
SO61578,1,1
SO61579,6,3
SO61580,3,2
SO61581,12,6
SO61586,10,4
SO61587,6,3
SO61589,12,6
SO61591,10,4
SO61593,6,3
SO61594,15,5
SO61595,20,8
SO61597,6,3
SO61598,6,3
SO61599,3,2
SO61600,1,1
SO61601,10,4
SO61602,10,4
SO61603,3,2
SO61604,6,4
SO61605,3,2
SO61606,6,3
SO61607,12,6
SO61608,10,4
SO61609,6,3
SO61610,6,3
SO61611,6,3
SO61612,10,4
SO61613,6,3
SO61614,21,6
SO61615,6,3
SO61616,6,3
SO61617,1,1
SO61618,3,2
SO61619,3,2
SO61620,6,3
SO61621,3,2
SO61622,1,1
SO61623,3,2
SO61624,6,3
SO61625,12,6
SO61626,1,1
SO61627,3,2
SO61628,6,3
SO61629,6,3
SO61630,1,1
SO61631,3,2
SO61632,3,2
SO61633,6,3
SO61634,12,6
SO61635,15,5
SO61636,3,2
SO61637,1,1
SO61638,6,3
SO61639,10,4
SO61640,12,6
SO61641,12,6
SO61642,20,8
SO61643,6,4
SO61644,10,4
SO61645,6,3
SO61646,18,9
SO61648,12,6
SO61650,3,2
SO61651,6,3
SO61653,6,3
SO61654,10,4
SO61656,3,2
SO61657,3,2
SO61658,6,4
SO61659,6,3
SO61660,3,2
SO61661,3,2
SO61662,6,3
SO61663,3,2
SO61664,2,2
SO61665,6,3
SO61666,10,4
SO61667,12,6
SO61668,6,3
SO61669,1,1
SO61670,6,3
SO61671,1,1
SO61672,10,4
SO61673,1,1
SO61674,3,2
SO61675,6,3
SO61676,6,3
SO61677,6,3
SO61678,6,3
SO61679,3,2
SO61680,6,3
SO61681,10,4
SO61682,3,2
SO61683,3,2
SO61684,3,2
SO61685,1,1
SO61686,6,3
SO61687,3,2
SO61688,6,4
SO61689,3,2
SO61690,3,2
SO61691,3,2
SO61692,3,2
SO61693,3,2
SO61694,6,3
SO61695,1,1
SO61696,3,2
SO61697,1,1
SO61698,3,2
SO61699,6,3
SO61700,3,2
SO61701,12,6
SO61702,3,2
SO61703,3,2
SO61704,3,2
SO61705,6,3
SO61706,3,2
SO61707,10,4
SO61708,3,2
SO61709,6,3
SO61710,3,2
SO61711,10,4
SO61712,1,1
SO61713,6,4
SO61714,15,5
SO61715,20,8
SO61716,20,8
SO61717,6,3
SO61718,3,2
SO61719,10,4
SO61720,1,1
SO61721,1,1
SO61722,3,2
SO61723,6,3
SO61725,3,2
SO61727,3,2
SO61730,1,1
SO61731,3,2
SO61732,3,2
SO61733,2,2
SO61735,10,4
SO61737,3,2
SO61738,1,1
SO61739,1,1
SO61740,1,1
SO61741,3,2
SO61742,6,3
SO61743,3,2
SO61744,3,2
SO61745,1,1
SO61746,3,2
SO61749,1,1
SO61750,1,1
SO61751,3,2
SO61752,3,2
SO61753,1,1
SO61754,6,3
SO61755,3,2
SO61756,6,3
SO61757,6,4
SO61758,1,1
SO61759,6,3
SO61760,6,3
SO61761,6,3
SO61762,10,4
SO61763,12,6
SO61764,6,3
SO61765,6,3
SO61767,12,6
SO61768,6,3
SO61769,10,4
SO61770,6,3
SO61771,6,3
SO61772,10,4
SO61773,10,4
SO61774,10,4
SO61776,1,1
SO61777,10,4
SO61779,6,4
SO61780,6,3
SO61782,10,4
SO61783,1,1
SO61784,6,3
SO61785,10,4
SO61786,6,3
SO61787,1,1
SO61788,3,2
SO61789,1,1
SO61790,3,2
SO61791,3,2
SO61792,10,4
SO61793,3,2
SO61794,1,1
SO61795,10,4
SO61796,6,3
SO61797,1,1
SO61798,3,2
SO61799,3,2
SO61800,6,3
SO61801,3,2
SO61802,6,3
SO61803,3,2
SO61804,30,10
SO61805,3,2
SO61806,3,2
SO61807,3,2
SO61808,1,1
SO61809,10,4
SO61811,6,3
SO61812,3,2
SO61813,6,3
SO61814,12,6
SO61815,3,2
SO61816,3,2
SO61817,6,3
SO61818,12,6
SO61819,1,1
SO61820,10,4
SO61821,6,3
SO61822,12,6
SO61823,1,1
SO61825,6,3
SO61826,6,3
SO61827,3,2
SO61828,1,1
SO61829,3,2
SO61830,3,2
SO61831,6,3
SO61832,3,2
SO61833,1,1
SO61834,6,3
SO61835,20,8
SO61836,15,5
SO61837,21,6
SO61838,15,5
SO61839,3,2
SO61840,20,8
SO61841,3,2
SO61842,15,5
SO61843,12,6
SO61844,6,4
SO61845,10,4
SO61846,3,2
SO61847,6,4
SO61849,10,4
SO61851,20,8
SO61852,10,4
SO61853,10,4
SO61854,12,6
SO61855,1,1
SO61856,10,4
SO61857,1,1
SO61858,1,1
SO61859,3,2
SO61860,6,3
SO61861,1,1
SO61862,6,3
SO61863,1,1
SO61864,6,3
SO61865,1,1
SO61866,6,3
SO61867,10,4
SO61868,10,4
SO61869,2,2
SO61870,3,2
SO61871,6,3
SO61872,10,4
SO61873,10,4
SO61874,3,2
SO61875,10,4
SO61876,3,2
SO61877,1,1
SO61878,1,1
SO61879,3,2
SO61880,1,1
SO61881,6,3
SO61882,3,2
SO61883,1,1
SO61884,3,2
SO61885,3,2
SO61886,6,3
SO61887,6,3
SO61888,3,2
SO61889,3,2
SO61890,6,3
SO61891,3,2
SO61892,20,8
SO61893,10,4
SO61894,6,3
SO61895,3,2
SO61896,6,3
SO61897,10,4
SO61898,1,1
SO61899,3,2
SO61900,1,1
SO61901,3,2
SO61902,6,3
SO61903,20,8
SO61904,10,4
SO61905,15,5
SO61906,20,8
SO61907,1,1
SO61908,6,3
